	count	db	C3L-01287.norm	C3L-00561.norm	C3L-00561	C3L-01287	C3L-01603	C3N-01524	C3L-01603.norm	C3N-00834.norm	C3N-01214.norm	C3N-01214	C3N-00834	C3N-01261	C3N-01261.norm	C3L-00917	C3L-00917.norm	C3L-00607.norm	C3L-01861	C3N-00194.norm	C3L-00010.norm	C3L-01352	C3N-00194	C3L-01861.norm	C3L-00010	C3L-00607	C3N-01646.norm	C3N-00495	C3L-01281.norm	C3N-00831	C3N-00495.norm	C3L-01281	C3N-01646	C3N-00831.norm	C3L-00791	C3L-00369	C3L-00183	C3L-00183.norm	C3N-01180	C3N-00168.norm	C3L-00369.norm	C3L-00791.norm	C3N-00168	C3L-00097.norm	C3L-00004.norm	C3N-00953.norm	C3L-00004	C3N-00150	C3N-00150.norm	C3N-00953	C3L-00097	C3L-00583	C3N-00244.norm	C3N-01178.norm	C3N-01178	C3L-00088	C3N-00244	C3L-00583.norm	C3L-00088.norm	C3L-00814.norm	C3L-00908	C3L-01885.norm	C3L-00814	C3L-01885	C3L-00026	C3L-00908.norm	C3L-00026.norm	C3L-00447.norm	C3L-00447	C3L-00416.norm	C3N-00246.norm	C3N-00148	C3N-00148.norm	C3N-00246	C3L-00416	C3L-00096	C3N-00646.norm	C3L-00765	C3L-01836	C3L-00902.norm	C3L-00096.norm	C3L-00902	C3N-00646	C3L-01836.norm	C3N-01175	C3L-00011	C3N-00177.norm	C3N-01200.norm	C3L-00011.norm	C3N-01175.norm	C3N-01200	C3N-00177	C3N-01176	C3N-01808.norm	C3L-00103	C3N-01176.norm	C3N-01649	C3N-01808	C3L-00103.norm	C3N-01649.norm	C3N-00149	C3N-00149.norm	C3L-00581.norm	C3L-00817	C3L-01313.norm	C3N-00573	C3L-00581	C3L-01313	C3N-00573.norm	C3L-00360	C3L-01302.norm	C3N-01361.norm	C3N-01361	C3N-01651.norm	C3N-01651	C3L-00360.norm	C3L-01302	C3L-00907	C3L-00448.norm	C3L-00907.norm	C3L-01286.norm	C3L-01607.norm	C3L-01607	C3L-00448	C3L-01286	C3N-01179	C3L-00606	C3N-01179.norm	C3L-00606.norm	C3N-01648	C3N-00242	C3N-01648.norm	C3N-00242.norm	C3L-00418.norm	C3N-00577.norm	C3L-01882	C3L-01882.norm	C3L-00418	C3N-00733.norm	C3N-00733	C3N-00577	C3L-00910.norm	C3L-00079.norm	C3N-01522	C3N-01522.norm	C3L-0079	C3N-01220.norm	C3N-01220	C3L-00910
Nimodipine Pathway	56	HMDB/SMPDB	4144.804469053214	4246.303253021839	5761.965336700282	6139.314736236567	6148.1644984654	5006.450911293684	2746.3287161573635	2338.0883469052683	5534.747287379634	230.98813494044168	6376.716424770974	3077.0074094326087	998.1490508886877	6219.567802660956	1793.2704030694135	5015.333735913678	5957.872967152904	4773.801923038371	588.5002143976357	5463.173384743865	5825.184078891293	2944.5816899795363	6705.833181193248	5729.073239121109	2669.818705699617	6445.95890229697	2651.199038221038	6458.775775082358	3413.3281046510047	5084.91762171501	7141.193140988739	3621.179979406091	6961.985985092978	6489.180427175946	6039.763656209111	3437.391348877683	1404.4342170638386	2340.7462951159296	3951.7783585842817	3924.423406482297	3647.8415974322133	3244.3006026000294	3043.4307559275085	3274.458239305027	6895.948896763016	724.3381193851487	3097.953445446319	7234.7824834465755	5424.854633808864	4314.386985937275	4823.84462493446	4223.567289396374	6692.874196967391	5656.392836058602	6920.719894240819	890.7344448881053	4260.794949706143	3111.7325335638343	7356.524428988321	4165.824592078115	6445.633386499704	3154.545099073412	6802.140042584637	4671.500109915872	157.0640700215507	3726.3594253748083	5474.35983326725	1157.1271110247571	3706.8368087207477	1707.1220347686312	3532.654932658166	3646.6781764906464	6256.334344677675	4350.674727729797	3942.5023780680344	4038.9105205445067	583.563425862527	554.582134319208	986.0556155876617	6201.041866592737	4935.33350758132	4635.36557539337	5159.582154133135	5448.1519359088015	287.8440597750451	6290.7426816182215	1536.1903351746655	3910.8381258928957	3954.0739702739356	1634.198556736864	6182.200312773764	5557.847691484265	6778.314042253652	3169.5484107235443	2939.285907811858	6286.241988931323	4610.318266920885	28.369025148347124	5962.382696725459	4998.0737864036455	4294.5961267580715	6207.575014962082	1682.901851732001	1895.9566837139314	6675.0654885385175	6487.544247611806	1759.8022046247672	6256.8665007032505	3281.43833390756	5349.7849502739855	6315.470502054579	588.8852872706675	5377.8676225582085	1526.5969323351167	6403.265198274312	6423.025993251278	1744.434231963751	5339.233758426905	3852.372701427165	2418.3713531202584	4651.434401055882	6073.194543449992	6732.0767773565685	3096.0967310329893	4943.16996257173	5146.235684978967	1516.000220471929	6724.0840824702755	7008.999597410067	2811.9965848080665	1904.317422847907	4808.485528332879	2050.1488300566934	5264.351045465531	4581.701886488929	5963.577642941452	1143.6964234907916	6606.3900357989	5906.00873203498	4401.383919149755	201.9843436078858	6863.435681848585	2225.774411795258	7098.123228520804	4999.444430101382	6012.250459852163	4935.065831918833
Nisoldipine Action Pathway	56	HMDB/SMPDB	4144.804469053214	4246.303253021839	5761.965336700282	6139.314736236567	6148.1644984654	5006.450911293684	2746.3287161573635	2338.0883469052683	5534.747287379634	230.98813494044168	6376.716424770974	3077.0074094326087	998.1490508886877	6219.567802660956	1793.2704030694135	5015.333735913678	5957.872967152904	4773.801923038371	588.5002143976357	5463.173384743865	5825.184078891293	2944.5816899795363	6705.833181193248	5729.073239121109	2669.818705699617	6445.95890229697	2651.199038221038	6458.775775082358	3413.3281046510047	5084.91762171501	7141.193140988739	3621.179979406091	6961.985985092978	6489.180427175946	6039.763656209111	3437.391348877683	1404.4342170638386	2340.7462951159296	3951.7783585842817	3924.423406482297	3647.8415974322133	3244.3006026000294	3043.4307559275085	3274.458239305027	6895.948896763016	724.3381193851487	3097.953445446319	7234.7824834465755	5424.854633808864	4314.386985937275	4823.84462493446	4223.567289396374	6692.874196967391	5656.392836058602	6920.719894240819	890.7344448881053	4260.794949706143	3111.7325335638343	7356.524428988321	4165.824592078115	6445.633386499704	3154.545099073412	6802.140042584637	4671.500109915872	157.0640700215507	3726.3594253748083	5474.35983326725	1157.1271110247571	3706.8368087207477	1707.1220347686312	3532.654932658166	3646.6781764906464	6256.334344677675	4350.674727729797	3942.5023780680344	4038.9105205445067	583.563425862527	554.582134319208	986.0556155876617	6201.041866592737	4935.33350758132	4635.36557539337	5159.582154133135	5448.1519359088015	287.8440597750451	6290.7426816182215	1536.1903351746655	3910.8381258928957	3954.0739702739356	1634.198556736864	6182.200312773764	5557.847691484265	6778.314042253652	3169.5484107235443	2939.285907811858	6286.241988931323	4610.318266920885	28.369025148347124	5962.382696725459	4998.0737864036455	4294.5961267580715	6207.575014962082	1682.901851732001	1895.9566837139314	6675.0654885385175	6487.544247611806	1759.8022046247672	6256.8665007032505	3281.43833390756	5349.7849502739855	6315.470502054579	588.8852872706675	5377.8676225582085	1526.5969323351167	6403.265198274312	6423.025993251278	1744.434231963751	5339.233758426905	3852.372701427165	2418.3713531202584	4651.434401055882	6073.194543449992	6732.0767773565685	3096.0967310329893	4943.16996257173	5146.235684978967	1516.000220471929	6724.0840824702755	7008.999597410067	2811.9965848080665	1904.317422847907	4808.485528332879	2050.1488300566934	5264.351045465531	4581.701886488929	5963.577642941452	1143.6964234907916	6606.3900357989	5906.00873203498	4401.383919149755	201.9843436078858	6863.435681848585	2225.774411795258	7098.123228520804	4999.444430101382	6012.250459852163	4935.065831918833
Nisoldipine Pathway	56	HMDB/SMPDB	4144.804469053214	4246.303253021839	5761.965336700282	6139.314736236567	6148.1644984654	5006.450911293684	2746.3287161573635	2338.0883469052683	5534.747287379634	230.98813494044168	6376.716424770974	3077.0074094326087	998.1490508886877	6219.567802660956	1793.2704030694135	5015.333735913678	5957.872967152904	4773.801923038371	588.5002143976357	5463.173384743865	5825.184078891293	2944.5816899795363	6705.833181193248	5729.073239121109	2669.818705699617	6445.95890229697	2651.199038221038	6458.775775082358	3413.3281046510047	5084.91762171501	7141.193140988739	3621.179979406091	6961.985985092978	6489.180427175946	6039.763656209111	3437.391348877683	1404.4342170638386	2340.7462951159296	3951.7783585842817	3924.423406482297	3647.8415974322133	3244.3006026000294	3043.4307559275085	3274.458239305027	6895.948896763016	724.3381193851487	3097.953445446319	7234.7824834465755	5424.854633808864	4314.386985937275	4823.84462493446	4223.567289396374	6692.874196967391	5656.392836058602	6920.719894240819	890.7344448881053	4260.794949706143	3111.7325335638343	7356.524428988321	4165.824592078115	6445.633386499704	3154.545099073412	6802.140042584637	4671.500109915872	157.0640700215507	3726.3594253748083	5474.35983326725	1157.1271110247571	3706.8368087207477	1707.1220347686312	3532.654932658166	3646.6781764906464	6256.334344677675	4350.674727729797	3942.5023780680344	4038.9105205445067	583.563425862527	554.582134319208	986.0556155876617	6201.041866592737	4935.33350758132	4635.36557539337	5159.582154133135	5448.1519359088015	287.8440597750451	6290.7426816182215	1536.1903351746655	3910.8381258928957	3954.0739702739356	1634.198556736864	6182.200312773764	5557.847691484265	6778.314042253652	3169.5484107235443	2939.285907811858	6286.241988931323	4610.318266920885	28.369025148347124	5962.382696725459	4998.0737864036455	4294.5961267580715	6207.575014962082	1682.901851732001	1895.9566837139314	6675.0654885385175	6487.544247611806	1759.8022046247672	6256.8665007032505	3281.43833390756	5349.7849502739855	6315.470502054579	588.8852872706675	5377.8676225582085	1526.5969323351167	6403.265198274312	6423.025993251278	1744.434231963751	5339.233758426905	3852.372701427165	2418.3713531202584	4651.434401055882	6073.194543449992	6732.0767773565685	3096.0967310329893	4943.16996257173	5146.235684978967	1516.000220471929	6724.0840824702755	7008.999597410067	2811.9965848080665	1904.317422847907	4808.485528332879	2050.1488300566934	5264.351045465531	4581.701886488929	5963.577642941452	1143.6964234907916	6606.3900357989	5906.00873203498	4401.383919149755	201.9843436078858	6863.435681848585	2225.774411795258	7098.123228520804	4999.444430101382	6012.250459852163	4935.065831918833
Nitrendipine Action Pathway	56	HMDB/SMPDB	4144.804469053214	4246.303253021839	5761.965336700282	6139.314736236567	6148.1644984654	5006.450911293684	2746.3287161573635	2338.0883469052683	5534.747287379634	230.98813494044168	6376.716424770974	3077.0074094326087	998.1490508886877	6219.567802660956	1793.2704030694135	5015.333735913678	5957.872967152904	4773.801923038371	588.5002143976357	5463.173384743865	5825.184078891293	2944.5816899795363	6705.833181193248	5729.073239121109	2669.818705699617	6445.95890229697	2651.199038221038	6458.775775082358	3413.3281046510047	5084.91762171501	7141.193140988739	3621.179979406091	6961.985985092978	6489.180427175946	6039.763656209111	3437.391348877683	1404.4342170638386	2340.7462951159296	3951.7783585842817	3924.423406482297	3647.8415974322133	3244.3006026000294	3043.4307559275085	3274.458239305027	6895.948896763016	724.3381193851487	3097.953445446319	7234.7824834465755	5424.854633808864	4314.386985937275	4823.84462493446	4223.567289396374	6692.874196967391	5656.392836058602	6920.719894240819	890.7344448881053	4260.794949706143	3111.7325335638343	7356.524428988321	4165.824592078115	6445.633386499704	3154.545099073412	6802.140042584637	4671.500109915872	157.0640700215507	3726.3594253748083	5474.35983326725	1157.1271110247571	3706.8368087207477	1707.1220347686312	3532.654932658166	3646.6781764906464	6256.334344677675	4350.674727729797	3942.5023780680344	4038.9105205445067	583.563425862527	554.582134319208	986.0556155876617	6201.041866592737	4935.33350758132	4635.36557539337	5159.582154133135	5448.1519359088015	287.8440597750451	6290.7426816182215	1536.1903351746655	3910.8381258928957	3954.0739702739356	1634.198556736864	6182.200312773764	5557.847691484265	6778.314042253652	3169.5484107235443	2939.285907811858	6286.241988931323	4610.318266920885	28.369025148347124	5962.382696725459	4998.0737864036455	4294.5961267580715	6207.575014962082	1682.901851732001	1895.9566837139314	6675.0654885385175	6487.544247611806	1759.8022046247672	6256.8665007032505	3281.43833390756	5349.7849502739855	6315.470502054579	588.8852872706675	5377.8676225582085	1526.5969323351167	6403.265198274312	6423.025993251278	1744.434231963751	5339.233758426905	3852.372701427165	2418.3713531202584	4651.434401055882	6073.194543449992	6732.0767773565685	3096.0967310329893	4943.16996257173	5146.235684978967	1516.000220471929	6724.0840824702755	7008.999597410067	2811.9965848080665	1904.317422847907	4808.485528332879	2050.1488300566934	5264.351045465531	4581.701886488929	5963.577642941452	1143.6964234907916	6606.3900357989	5906.00873203498	4401.383919149755	201.9843436078858	6863.435681848585	2225.774411795258	7098.123228520804	4999.444430101382	6012.250459852163	4935.065831918833
Nitrendipine Pathway	56	HMDB/SMPDB	4144.804469053214	4246.303253021839	5761.965336700282	6139.314736236567	6148.1644984654	5006.450911293684	2746.3287161573635	2338.0883469052683	5534.747287379634	230.98813494044168	6376.716424770974	3077.0074094326087	998.1490508886877	6219.567802660956	1793.2704030694135	5015.333735913678	5957.872967152904	4773.801923038371	588.5002143976357	5463.173384743865	5825.184078891293	2944.5816899795363	6705.833181193248	5729.073239121109	2669.818705699617	6445.95890229697	2651.199038221038	6458.775775082358	3413.3281046510047	5084.91762171501	7141.193140988739	3621.179979406091	6961.985985092978	6489.180427175946	6039.763656209111	3437.391348877683	1404.4342170638386	2340.7462951159296	3951.7783585842817	3924.423406482297	3647.8415974322133	3244.3006026000294	3043.4307559275085	3274.458239305027	6895.948896763016	724.3381193851487	3097.953445446319	7234.7824834465755	5424.854633808864	4314.386985937275	4823.84462493446	4223.567289396374	6692.874196967391	5656.392836058602	6920.719894240819	890.7344448881053	4260.794949706143	3111.7325335638343	7356.524428988321	4165.824592078115	6445.633386499704	3154.545099073412	6802.140042584637	4671.500109915872	157.0640700215507	3726.3594253748083	5474.35983326725	1157.1271110247571	3706.8368087207477	1707.1220347686312	3532.654932658166	3646.6781764906464	6256.334344677675	4350.674727729797	3942.5023780680344	4038.9105205445067	583.563425862527	554.582134319208	986.0556155876617	6201.041866592737	4935.33350758132	4635.36557539337	5159.582154133135	5448.1519359088015	287.8440597750451	6290.7426816182215	1536.1903351746655	3910.8381258928957	3954.0739702739356	1634.198556736864	6182.200312773764	5557.847691484265	6778.314042253652	3169.5484107235443	2939.285907811858	6286.241988931323	4610.318266920885	28.369025148347124	5962.382696725459	4998.0737864036455	4294.5961267580715	6207.575014962082	1682.901851732001	1895.9566837139314	6675.0654885385175	6487.544247611806	1759.8022046247672	6256.8665007032505	3281.43833390756	5349.7849502739855	6315.470502054579	588.8852872706675	5377.8676225582085	1526.5969323351167	6403.265198274312	6423.025993251278	1744.434231963751	5339.233758426905	3852.372701427165	2418.3713531202584	4651.434401055882	6073.194543449992	6732.0767773565685	3096.0967310329893	4943.16996257173	5146.235684978967	1516.000220471929	6724.0840824702755	7008.999597410067	2811.9965848080665	1904.317422847907	4808.485528332879	2050.1488300566934	5264.351045465531	4581.701886488929	5963.577642941452	1143.6964234907916	6606.3900357989	5906.00873203498	4401.383919149755	201.9843436078858	6863.435681848585	2225.774411795258	7098.123228520804	4999.444430101382	6012.250459852163	4935.065831918833
Nizatidine Action Pathway	9	HMDB/SMPDB	6841.5483312442375	9091.0428289425	9091.641913297268	1127.6689671953711	1417.355642705625	85.84714306993162	7530.403941355517	7628.0412852171785	8009.805418806413	578.1005532141402	1856.4537120389964	1973.008281631879	6867.688861282616	110.08326428885195	6807.823725968842	7966.45613257091	23.893805721406217	7751.981262403263	6470.196985635108	2966.906393376895	326.43441696850493	9014.466380135862	6703.720140363027	7153.11632945497	9442.119554739744	43.734768046067494	6001.3709342262255	1150.373010467837	7434.562179407208	3329.010549275261	8648.337435766389	7635.459286066445	8344.159727018687	6292.731146334931	251.14816003089157	7248.229949836095	9112.729522429885	6953.888157098651	3866.769307610181	8921.866153482357	106.43812953532938	4978.821240462247	7131.949456931436	6221.845394596109	5321.626888035262	1160.539631883994	6365.83804286466	8302.670384101984	982.5399097692476	3982.207260213198	7847.124655136359	7669.627445819598	3065.8665698329432	585.2625856758794	6596.94470347104	5892.707299257844	7629.063341565958	5773.589581431939	1788.7661061430288	7987.591685223016	761.5486454451064	184.63376053340778	1385.257535874867	8084.416221961073	5735.42804205893	7053.807289393223	972.2803322132592	7408.056136912406	6639.8528587645515	8161.915985868108	6888.047297856278	255.90325402744526	4682.906994116577	8599.721589325833	6976.43167835446	1256.522802582107	7609.564945156292	7210.76491383765	6560.970623668088	648.4707446604083	4447.5238287799675	8454.391301485439	5135.218329933489	9008.923525369526	6612.145235843571	8877.769494052805	5328.4980455584855	6712.10704060578	8072.37928026274	39.226864085121186	164.7211517279072	7067.276495400036	7895.647022403088	5831.962473879985	7166.140779477345	106.21494706362672	9648.130930578207	7822.9561658382845	9401.89348780549	6668.239678648381	7287.172039950533	2621.1563235335357	7226.971038515428	7943.07534968357	8869.379048258475	8476.870181283995	5301.627212511297	1861.7165509596525	8096.173036817074	7756.681663816684	1252.9549389970125	5250.872494793695	8322.046497196403	8603.50527193815	4216.842678700014	160.58634544764635	7815.146062600503	7932.023346288109	7903.997742833829	4325.205695653164	1947.5994294601446	3241.594949772246	7772.252179656658	979.3232484700197	9083.565288497752	8086.122634378205	7292.496128513778	1836.3634526147287	8129.8069728795745	4790.87478399499	6597.685047359175	6131.391507862912	5427.1968012043335	1238.0817196520363	7082.33465722468	299.38626380534964	7333.341251308997	8239.660747499318	3092.1025622267616	7670.074515574119	8138.119017704572	9348.786202282687	6733.908811442981	7651.930525578345	4900.640446532668	8785.466062773578	99.94633934866958
Nizatidine Pathway	9	HMDB/SMPDB	6841.5483312442375	9091.0428289425	9091.641913297268	1127.6689671953711	1417.355642705625	85.84714306993162	7530.403941355517	7628.0412852171785	8009.805418806413	578.1005532141402	1856.4537120389964	1973.008281631879	6867.688861282616	110.08326428885195	6807.823725968842	7966.45613257091	23.893805721406217	7751.981262403263	6470.196985635108	2966.906393376895	326.43441696850493	9014.466380135862	6703.720140363027	7153.11632945497	9442.119554739744	43.734768046067494	6001.3709342262255	1150.373010467837	7434.562179407208	3329.010549275261	8648.337435766389	7635.459286066445	8344.159727018687	6292.731146334931	251.14816003089157	7248.229949836095	9112.729522429885	6953.888157098651	3866.769307610181	8921.866153482357	106.43812953532938	4978.821240462247	7131.949456931436	6221.845394596109	5321.626888035262	1160.539631883994	6365.83804286466	8302.670384101984	982.5399097692476	3982.207260213198	7847.124655136359	7669.627445819598	3065.8665698329432	585.2625856758794	6596.94470347104	5892.707299257844	7629.063341565958	5773.589581431939	1788.7661061430288	7987.591685223016	761.5486454451064	184.63376053340778	1385.257535874867	8084.416221961073	5735.42804205893	7053.807289393223	972.2803322132592	7408.056136912406	6639.8528587645515	8161.915985868108	6888.047297856278	255.90325402744526	4682.906994116577	8599.721589325833	6976.43167835446	1256.522802582107	7609.564945156292	7210.76491383765	6560.970623668088	648.4707446604083	4447.5238287799675	8454.391301485439	5135.218329933489	9008.923525369526	6612.145235843571	8877.769494052805	5328.4980455584855	6712.10704060578	8072.37928026274	39.226864085121186	164.7211517279072	7067.276495400036	7895.647022403088	5831.962473879985	7166.140779477345	106.21494706362672	9648.130930578207	7822.9561658382845	9401.89348780549	6668.239678648381	7287.172039950533	2621.1563235335357	7226.971038515428	7943.07534968357	8869.379048258475	8476.870181283995	5301.627212511297	1861.7165509596525	8096.173036817074	7756.681663816684	1252.9549389970125	5250.872494793695	8322.046497196403	8603.50527193815	4216.842678700014	160.58634544764635	7815.146062600503	7932.023346288109	7903.997742833829	4325.205695653164	1947.5994294601446	3241.594949772246	7772.252179656658	979.3232484700197	9083.565288497752	8086.122634378205	7292.496128513778	1836.3634526147287	8129.8069728795745	4790.87478399499	6597.685047359175	6131.391507862912	5427.1968012043335	1238.0817196520363	7082.33465722468	299.38626380534964	7333.341251308997	8239.660747499318	3092.1025622267616	7670.074515574119	8138.119017704572	9348.786202282687	6733.908811442981	7651.930525578345	4900.640446532668	8785.466062773578	99.94633934866958
Non Ketotic Hyperglycinemia	26	HMDB/SMPDB	1006.9031399802612	853.1748057369302	6212.939129659739	7924.438559603184	8140.179569550009	8718.202826524617	1155.0073929547925	819.2034892483624	2723.5269726562256	8756.740341491186	7308.787669624147	6994.304480192086	955.0730535504862	8001.524611241143	517.3017459473067	1194.3317432089193	7327.415757803746	1236.296087218518	556.5917533521119	8198.681330216159	8079.165332228086	596.8398481643687	8435.485854193057	7684.909092782868	2549.1292314439206	7867.810670991788	6984.045357439189	8859.928430673732	674.6589043054719	6163.428871406349	8125.543158804589	593.8636880861786	826.8175803154824	8018.627895819106	8132.9118347466265	715.7018418508483	7259.297582245369	1089.55215490268	4930.8055643013095	801.5523001738839	8242.9402126695	679.4263826237047	442.2218095732311	1290.265435406029	7597.260550734653	8806.042083348962	2013.7782693761083	2419.980249074536	3136.59959810868	6851.325561737209	555.9265319360251	939.4614472004887	5333.075792603222	8000.782898785789	8073.35975951236	2800.166459770593	1562.1107079972985	1942.851059726078	7658.822019370241	625.3576413524083	4228.144436775119	8425.406837071641	1285.4888304979231	803.6851039373636	1446.386571121009	886.4544944027828	8727.76448416673	6556.391273458461	444.62944867595525	8844.305030522291	725.0317980531048	8821.28061953606	8843.671747102713	7204.750542045394	661.3193692125739	8615.709089617287	6388.71548552319	921.34235969453	2752.7731811223966	8137.251015933781	9191.449308175197	865.4931641484146	8054.383868933229	5262.734123020384	1376.6140546367862	8926.84799967302	735.6261044118208	439.626989019494	8969.96779535062	6194.694666778995	8235.693948017635	719.2470998519128	8757.581470136876	382.1652527942974	8278.978038321895	5149.933847303961	3182.564279443839	1270.7875226461867	8232.104928337158	9187.185463977408	719.6379816000393	9226.65939941827	1692.5079418252799	7809.485682138191	6830.683657236963	6919.117033182881	902.3314669112699	8479.085812043731	936.7539127441811	837.746625291165	9081.871392862395	902.5092854656114	4786.659607734628	3709.4900635330773	8647.641036661835	5559.953284953059	680.4000568181893	1243.3018058861285	1091.8050523652867	9116.175082890344	8422.474130066623	7999.3676438093535	7337.797996488496	7418.7178012094055	8225.224276695915	788.0251631476148	2364.941194801944	5519.44692384159	3153.274098939949	1368.721418503774	1294.997136688703	540.6138827298861	7018.326167024572	8592.193794344297	1039.5439752018349	7606.953701816477	2007.3177261412372	4042.2294164488844	8467.131430399062	949.6414130638125	7990.914179933452	6606.028214773509	645.7379525043556	7286.69420701786	886.39052180286	8915.366224071202	7505.423318015191
Non-homologous end-joining	4	HMDB/SMPDB	5734.089659408173	5101.4099232022	4584.457972978599	6345.419495085232	5338.770616288393	3888.528459786555	4101.259205257772	2534.1920734195237	5995.571307382608	2513.6224369426677	7411.110941359783	6132.783917282045	3188.083593803925	2713.0849167678466	4964.132485429273	3408.4410486328766	2953.2594940645213	5089.15864490614	3882.008213276338	6037.181242939857	4123.908590659379	4148.269550784107	4524.476081650574	6550.666104799869	920.7046256540611	648.563691538934	1012.8695135060676	488.21581673083904	1169.5500654620605	779.7005261427554	739.1125850003075	1361.1540180377817	7510.7848009732825	7653.478104185924	2571.91601725922	3908.60344049239	2652.452580401972	4330.096073957221	5976.01861793381	5196.359585456765	5227.571391693422	3813.3733107887656	4717.669293304477	3226.3681610674666	6773.097958944187	2373.4341244440034	4460.962166487602	6178.865055808538	5238.569316244249	5715.113407338443	3409.020415061371	4604.700030096936	6471.834596850753	6901.801168793469	5578.423722953774	4407.429590486371	4907.531585711092	3995.8128628619024	5011.202281858956	4775.13087400368	3730.269977995306	3543.814045035578	3130.277523474116	6858.710892283782	4252.258378243666	4435.863230317561	2738.7238505136092	5029.3273980342665	3986.7726840854234	6522.6574162780435	3885.325044093041	4914.5553789839805	6772.547245404981	5567.7272174042755	5915.946698820495	2758.3975906746637	7694.46979610178	5862.197972903364	5626.540966505479	1961.7204314713015	6894.216964012464	6293.493364702629	5965.236559678582	6326.134966520378	6094.072139743301	6928.5508446735985	6006.712522589758	5633.501488288457	6598.705010620382	1645.6607013840385	4082.092810092165	4178.67534340573	6397.453860220762	4132.763490338677	5439.072337759184	3959.228333553248	4333.485956526584	4101.974516494944	5027.87598202315	4137.405576632968	3977.694502095649	6383.046431181191	3874.838915532263	6179.0275033812895	3466.758312173149	6566.1514212054	4540.8742332556785	5863.179343827441	4902.054364819348	4811.552101027843	5465.665260459318	4285.451280498481	6243.316694211278	4305.846607101944	4070.7351679384033	3762.9996805687842	4485.9731316698835	3734.2343533355947	3848.9360054409744	4355.563516858607	4869.940082209786	6413.203733959728	6541.747953304531	7557.601993282838	7578.395716184183	5992.260633599913	3671.223833286881	6362.2468158709235	6782.259129814028	3284.304171257405	2379.656583657015	5116.369452187631	3809.2182229304767	5173.856731231832	5143.287096600116	5190.68229508557	3462.0495516609817	5042.042416327834	3241.5267455416943	3821.208124343835	7302.3090142272895	5192.042624535143	5084.047668077228	6470.023556749592	6777.224089636245	4283.679113420734	2441.1771915139448
Non-small cell lung cancer	3	HMDB/SMPDB	3005.478181093983	2588.7244724608254	7298.943514979623	7827.697131866158	8302.733889930289	8235.769848281201	1206.5762803701107	2250.4006687877186	4834.1496125952535	7420.934803585843	5911.027028844708	5618.049760628707	1802.9917972859641	7099.097288625096	2891.5740594047033	2669.101629497247	6872.673097132364	533.3822632898109	5096.960356170231	7305.398233283097	7852.417571857575	1164.685914042747	8650.05615515799	7111.055611748156	3182.507785705911	1917.6027393181237	6381.429317543174	7447.89191202734	1988.3203426023717	7130.048507860752	6499.118727844086	4068.6918306579023	8097.41137125824	8682.504534381942	7197.24485236547	1799.431035624652	6857.00073287923	2408.2431314597275	2150.22373916188	3324.155145524846	8539.613521816136	3493.9111588324026	3511.527051202139	3671.522284831257	8301.644851726965	6891.035780990983	4495.216212449053	8412.014108968664	6631.269845895226	6266.611927708002	1664.5909357173537	2967.3472412513747	7388.036311188204	7662.545719705375	7541.746625986077	3436.8472500144626	2674.382089102405	2732.665961136709	7990.124673375424	3023.558658101306	8213.756294701783	7151.554638234591	7277.487343574863	644.8120698766818	4058.2885811057145	1713.6626352659482	7802.67519942247	3204.043853709451	1414.9919641397812	7002.77758281539	2495.4485534957253	8550.750850960841	7591.843579556657	8396.786820054795	3272.412249805647	7805.76348175218	7240.029890850789	3194.1581221893366	1953.7994233768143	8176.138378048849	5950.696349128335	2496.6151861843455	672.9736212781644	4350.308731548946	3546.6944833086286	6496.381840045407	3564.1494013278602	2888.056405709023	6024.776800223229	7113.064131363105	6390.40610879013	3188.5968865044506	8197.199869513386	1928.2628294762576	5972.401258467707	8172.160343809075	2762.9148305038852	3722.427733029467	5764.08792131981	4700.481958623673	1874.266669799935	4521.987768680506	3535.7051328545067	7542.783574305013	7992.140283223899	8572.566186079035	2960.2135985301265	7416.555330212296	1510.3977699982004	2288.0088182383897	5135.353317928068	2693.6139299054603	6964.934511025565	4096.13825408208	8602.793857706343	8181.678079383823	2560.8793449613418	3123.886613736635	2729.418690109915	5688.716194311748	7753.517888186103	6232.248110084248	6244.512465825448	5486.054497570375	8291.07396160211	3235.2596817371077	6949.676872312317	6195.645197503447	8337.94071355188	1629.7826464320663	892.4580810488831	2796.63522678574	4632.131970373257	6105.873504600182	3259.681818588184	6922.162422735636	2610.1212118282624	7448.099230958372	7361.250783008979	2995.1630189524312	4523.523652952872	8497.971211530077	3688.812106704819	6164.800111702668	2722.71332720091	7460.8374114383505	7354.308823247019
